Shipment_ID,Order_ID,Agent_ID,Route_ID,Warehouse_ID,Pickup_Date,Delivery_Date,Delivery_Status,Delay_Hours,Delivery_Feedback,Delay_Reason
S00450,O0020,A0006,R003,W001,2024-11-20 23:46:39,2024-11-22 11:50:02,Delivered,3.3,Positive,Traffic
S00451,O0295,A0015,R009,W007,2025-08-02 12:52:29,2025-08-03 05:41:56,Delivered,0.5,Positive,Traffic
S00452,O0222,A0021,R001,W007,2024-09-01 19:15:47,2024-09-03 13:06:11,Delivered,0.7,Neutral,Weather
S00453,O0033,A0049,R019,W001,2024-07-27 08:12:26,2024-07-27 23:56:52,Delivered,0.1,Positive,Traffic
S00454,O0258,A0007,R010,W005,2024-09-30 00:25:57,2024-09-30 18:07:50,Delivered,2.2,Neutral,Weather
S00455,O0225,A0025,R013,W001,2024-04-15 21:43:20,2024-04-17 12:28:34,Delivered,0.9,Positive,Technical Issue
S00456,O0070,A0048,R013,W009,2025-04-17 21:42:01,2025-04-19 20:03:16,Delivered,0.7,Positive,Weather
S00457,O0192,A0001,R018,W009,2024-05-08 21:33:05,2024-05-11 03:35:04,Delivered,0.1,Positive,Traffic
S00458,O0294,A0039,R013,W009,2025-01-20 07:50:11,2025-01-21 16:04:22,Delivered,0.3,Positive,Technical Issue
S00459,O0177,A0014,R014,W009,2024-03-18 02:52:07,2024-03-19 17:59:52,Delivered,0,Positive,None
S00460,O0130,A0013,R004,W003,2024-08-19 14:25:49,2024-08-24 10:34:36,Delivered,50.4,Neutral,Traffic
S00461,O0282,A0030,R018,W002,2025-06-19 13:26:04,2025-06-21 23:15:46,Delivered,3.4,Positive,Technical Issue
S00462,O0102,A0047,R019,W008,2024-11-06 07:27:59,2024-11-06 21:48:08,Delivered,0.2,Negative,Traffic
S00463,O0121,A0007,R010,W010,2024-09-01 17:02:34,2024-09-02 06:42:24,Delivered,0.4,Positive,Traffic
S00464,O0231,A0022,R020,W005,2024-10-27 05:33:05,2024-10-27 23:16:30,Delivered,0.7,Neutral,Traffic
S00465,O0291,A0024,R011,W007,2024-04-08 11:33:19,2024-04-09 02:11:51,Delivered,0.5,Positive,Traffic
S00466,O0114,A0046,R014,W005,2024-09-08 10:15:45,2024-09-09 22:07:34,Delivered,1,Negative,Traffic
S00467,O0170,A0031,R015,W008,2024-07-19 21:54:27,2024-07-20 12:49:09,Delivered,0.2,Neutral,Traffic
S00468,O0056,A0012,R020,W002,2025-05-14 22:37:22,2025-05-16 19:42:51,In Transit,22.3,Positive,Weather
S00469,O0101,A0017,R003,W002,2024-12-05 17:09:14,2024-12-06 16:50:46,Delivered,0,Neutral,None
S00470,O0298,A0038,R013,W010,2024-08-06 06:58:04,2024-08-07 13:37:46,Delivered,0,Positive,None
S00471,O0279,A0035,R016,W003,2025-03-10 09:26:40,2025-03-11 14:12:07,Delivered,0,Positive,None
S00472,O0149,A0009,R015,W009,2025-01-18 05:48:27,2025-01-18 21:02:49,Delivered,0,Neutral,None
S00473,O0258,A0001,R008,W010,2024-10-01 03:19:16,2024-10-03 15:41:46,Delivered,38.1,Positive,Weather
S00474,O0072,A0029,R006,W003,2024-12-27 23:06:18,2024-12-29 03:55:13,Delivered,1.1,Negative,Traffic
S00475,O0075,A0048,R016,W006,2024-04-16 12:51:22,2024-04-20 04:08:12,Delivered,58.9,Neutral,Traffic
S00476,O0119,A0005,R009,W006,2025-07-16 17:47:36,2025-07-17 16:16:16,Delivered,2.8,Positive,Traffic
S00477,O0266,A0024,R013,W008,2024-06-10 16:47:45,2024-06-12 08:10:34,Delivered,1.8,Positive,Weather
S00478,O0166,A0007,R017,W005,2024-11-14 18:44:24,2024-11-16 23:33:17,Delivered,0.6,Positive,Weather
S00479,O0292,A0012,R013,W007,2024-09-21 11:01:28,2024-09-23 11:09:05,In Transit,1.9,Positive,Traffic
S00480,O0040,A0034,R009,W007,2024-07-26 06:08:58,2024-07-27 06:46:38,Delivered,2.5,Positive,Traffic
S00481,O0177,A0032,R016,W010,2024-03-17 15:16:47,2024-03-21 14:17:07,Delivered,61,Positive,Weather
S00482,O0226,A0011,R008,W002,2025-04-16 23:59:12,2025-04-17 22:41:11,Delivered,4.1,Negative,Traffic
S00483,O0077,A0012,R006,W006,2025-09-15 11:58:36,2025-09-16 18:07:33,Delivered,0.4,Positive,Traffic
S00484,O0213,A0022,R004,W008,2024-10-31 11:57:37,2024-11-02 09:26:00,Delivered,0.7,Positive,Traffic
S00485,O0083,A0042,R014,W001,2025-01-14 22:46:45,2025-01-16 15:27:51,Delivered,0.8,Positive,Weather
S00486,O0083,A0009,R017,W001,2025-01-18 02:33:19,2025-01-20 02:31:57,Delivered,0.7,Positive,Weather
S00487,O0133,A0012,R017,W007,2025-07-04 21:30:06,2025-07-07 08:31:33,Delivered,0.1,Positive,Weather
S00488,O0146,A0006,R007,W008,2024-07-26 19:55:50,2024-07-31 04:27:07,Delivered,59.1,Positive,Technical Issue
S00489,O0088,A0015,R014,W010,2024-07-02 12:13:28,2024-07-06 12:41:13,Delivered,59.1,Negative,Traffic
S00490,O0094,A0040,R017,W005,2025-06-07 03:01:40,2025-06-18 18:31:08,In Transit,230.1,Positive,Traffic
S00491,O0036,A0015,R013,W007,2024-03-01 12:43:21,2024-03-03 07:02:44,Delivered,5.7,Positive,Traffic
S00492,O0268,A0033,R014,W003,2025-04-03 19:41:49,2025-04-05 13:30:08,Delivered,1.2,Positive,Traffic
S00493,O0020,A0035,R017,W002,2024-11-20 08:09:49,2024-11-22 07:23:08,Delivered,1.1,Positive,Traffic
S00494,O0277,A0001,R014,W009,2025-01-04 22:08:52,2025-01-08 15:34:58,Delivered,56.4,Positive,Traffic
S00495,O0272,A0028,R008,W008,2024-12-10 21:37:48,2024-12-11 20:17:49,Delivered,0,Positive,None
S00496,O0295,A0007,R014,W003,2025-08-01 13:49:19,2025-08-03 21:39:07,Delivered,16.1,Positive,Traffic
S00497,O0043,A0019,R020,W009,2024-08-27 06:48:39,2024-08-28 03:07:03,Delivered,0,Positive,None
S00498,O0004,A0037,R017,W002,2024-08-30 18:39:39,2024-09-02 06:59:43,Delivered,0.7,Positive,Technical Issue
S00499,O0106,A0045,R011,W007,2024-10-22 11:31:59,2024-10-23 09:01:59,Delivered,1.3,Positive,Traffic
S00500,O0300,A0017,R009,W009,2024-10-16 17:27:40,2024-10-17 07:43:47,Delivered,0.3,Positive,Weather
S00501,O0142,A0044,R013,W004,2024-05-01 16:38:05,2024-05-04 09:06:10,In Transit,24.8,Positive,Traffic
S00502,O0248,A0012,R012,W009,2024-04-14 16:27:29,2024-04-17 03:37:44,Delivered,1.5,Positive,Traffic
S00503,O0158,A0037,R012,W007,2024-08-10 17:56:43,2024-08-14 11:02:27,In Transit,35.1,Positive,Traffic
S00504,O0061,A0048,R008,W008,2024-11-22 07:58:18,2024-11-23 09:24:08,Delivered,0.4,Positive,Traffic
S00505,O0261,A0026,R011,W009,2024-03-10 01:01:45,2024-03-10 22:15:20,Delivered,0.4,Positive,Traffic
S00506,O0003,A0006,R005,W008,2025-03-12 17:00:30,2025-03-14 00:57:46,In Transit,0.6,Positive,Weather
S00507,O0135,A0015,R012,W002,2025-04-21 07:59:27,2025-04-26 10:14:50,Delivered,63.7,Positive,Weather
S00508,O0206,A0040,R017,W005,2025-06-20 10:55:30,2025-06-22 23:46:39,Delivered,8.4,Positive,Traffic
S00509,O0090,A0041,R016,W008,2024-04-20 21:16:18,2024-04-24 20:00:24,Delivered,54.1,Positive,Weather
S00510,O0266,A0019,R007,W001,2024-06-12 09:41:37,2024-06-14 04:13:11,In Transit,0.1,Positive,Weather
S00511,O0119,A0040,R006,W001,2025-07-18 00:56:45,2025-07-19 02:53:32,Delivered,0,Negative,Traffic
S00512,O0081,A0006,R009,W007,2025-03-31 10:28:21,2025-04-01 04:31:21,Delivered,0.8,Positive,Technical Issue
S00513,O0103,A0034,R001,W002,2025-02-17 06:46:28,2025-02-18 23:49:13,Delivered,0.7,Neutral,Weather
S00514,O0287,A0038,R012,W006,2025-06-29 18:58:33,2025-07-01 19:46:24,Delivered,1,Neutral,Weather
S00515,O0100,A0030,R013,W010,2025-07-05 16:40:48,2025-07-07 05:24:50,Delivered,1.1,Negative,Traffic
S00516,O0260,A0007,R018,W002,2025-08-01 22:39:20,2025-08-03 23:04:34,Delivered,2.2,Positive,Weather
S00517,O0060,A0033,R009,W009,2024-08-14 11:14:11,2024-08-15 09:13:25,Delivered,0.6,Negative,Traffic
S00518,O0194,A0037,R016,W004,2024-03-26 14:28:47,2024-03-28 10:45:20,Delivered,0.1,Positive,Traffic
S00519,O0015,A0031,R004,W005,2025-01-08 19:51:16,2025-01-11 19:17:03,Delivered,1.5,Positive,Traffic
S00520,O0113,A0044,R008,W006,2025-08-15 19:56:06,2025-08-16 17:00:51,Delivered,0.2,Positive,Technical Issue
S00521,O0005,A0045,R009,W004,2024-07-25 03:02:51,2024-07-25 23:56:53,Delivered,2.3,Positive,Technical Issue
S00522,O0176,A0005,R018,W003,2025-05-07 15:34:52,2025-05-09 22:18:32,Delivered,0.8,Positive,Weather
S00523,O0294,A0018,R006,W004,2025-01-19 12:00:24,2025-01-20 12:24:46,Delivered,0.5,Positive,Traffic
S00524,O0124,A0017,R007,W004,2025-01-28 14:39:16,2025-02-01 20:59:06,Delivered,67.4,Positive,Traffic
S00525,O0183,A0010,R004,W002,2024-04-12 01:30:09,2024-04-15 01:09:48,Delivered,4.3,Positive,Traffic
S00526,O0278,A0003,R016,W006,2024-07-01 21:08:44,2024-07-03 17:35:50,Delivered,0.9,Positive,Technical Issue
S00527,O0295,A0018,R016,W003,2025-08-03 06:39:15,2025-08-05 04:56:31,Delivered,0.9,Positive,Weather
S00528,O0296,A0009,R002,W009,2025-01-01 08:48:49,2025-01-05 22:36:20,Delivered,84.9,Neutral,Weather
S00529,O0017,A0033,R012,W007,2024-06-30 01:48:41,2024-07-01 23:51:53,Delivered,2.5,Positive,Technical Issue
S00530,O0062,A0045,R017,W008,2025-05-31 19:38:38,2025-06-02 22:50:28,Delivered,0.5,Positive,Traffic
S00531,O0108,A0025,R019,W002,2024-08-09 07:46:35,2024-08-10 03:03:24,Delivered,0.1,Positive,Traffic
S00532,O0133,A0012,R018,W005,2025-07-01 10:47:25,2025-07-03 17:20:51,In Transit,2.4,Positive,Traffic
S00533,O0176,A0024,R006,W008,2025-05-07 11:49:07,2025-05-08 16:02:42,Delivered,0.8,Positive,Traffic
S00534,O0191,A0024,R013,W005,2024-11-14 04:12:51,2024-11-15 17:48:27,Delivered,0.8,Positive,Technical Issue
S00535,O0295,A0044,R008,W002,2025-08-04 06:16:42,2025-08-06 16:29:21,Delivered,37.8,Neutral,Traffic
S00536,O0285,A0028,R013,W004,2024-06-01 07:50:10,2024-06-03 00:17:41,Delivered,2.3,Positive,Technical Issue
S00537,O0005,A0012,R014,W008,2024-07-24 22:37:21,2024-07-26 05:38:50,Delivered,0.8,Neutral,Weather
S00538,O0162,A0032,R010,W005,2024-01-23 00:03:43,2024-01-23 12:50:51,Delivered,1.5,Positive,Traffic
S00539,O0051,A0045,R006,W001,2024-12-14 13:14:12,2024-12-15 13:46:08,Delivered,0.6,Positive,Weather
S00540,O0050,A0029,R011,W005,2024-02-28 12:54:35,2024-02-29 05:56:54,Delivered,0.6,Positive,Weather
S00541,O0132,A0023,R001,W007,2025-02-18 18:47:30,2025-02-22 07:34:36,Delivered,36.9,Neutral,Traffic
S00542,O0102,A0037,R019,W009,2024-11-05 04:49:33,2024-11-05 23:00:50,Delivered,0.8,Positive,Technical Issue
S00543,O0262,A0032,R015,W002,2025-02-26 02:35:26,2025-02-26 16:24:02,Delivered,1.2,Positive,Traffic
S00544,O0075,A0011,R011,W007,2024-04-22 03:10:57,2024-04-23 03:43:19,Delivered,1.8,Negative,Traffic
S00545,O0037,A0006,R006,W006,2025-05-13 13:55:59,2025-05-14 22:56:29,Delivered,5.9,Positive,Technical Issue
S00546,O0150,A0046,R009,W010,2025-03-12 08:14:44,2025-03-13 07:00:29,Delivered,1.7,Negative,Weather
S00547,O0228,A0050,R012,W010,2025-10-05 06:51:58,2025-10-07 18:02:36,Delivered,1.4,Positive,Weather
S00548,O0095,A0002,R005,W004,2024-02-03 13:21:41,2024-02-13 20:50:12,Delivered,220.8,Positive,Weather
S00549,O0041,A0014,R006,W007,2025-06-13 19:55:01,2025-06-15 07:12:40,Delivered,2,Neutral,Weather
S00550,O0243,A0036,R002,W001,2025-08-12 08:08:48,2025-08-15 22:27:31,Delivered,64.5,Positive,Traffic
S00551,O0043,A0007,R009,W010,2024-08-25 00:29:38,2024-08-25 18:11:56,Delivered,1.1,Neutral,Traffic
S00552,O0200,A0020,R008,W004,2024-12-28 01:12:50,2024-12-28 21:45:17,Delivered,1,Positive,Weather
S00553,O0065,A0009,R017,W003,2025-08-06 10:14:38,2025-08-08 20:21:45,Delivered,0,Positive,Traffic
S00554,O0167,A0031,R015,W009,2024-07-19 07:27:37,2024-07-19 19:05:59,Delivered,1,Positive,Traffic
S00555,O0277,A0012,R019,W010,2025-01-05 07:38:18,2025-01-07 23:04:29,Returned,44.7,Positive,Technical Issue
S00556,O0289,A0028,R017,W009,2024-08-11 04:17:54,2024-08-13 17:34:48,Delivered,6.8,Negative,Traffic
S00557,O0117,A0006,R015,W005,2024-05-19 07:55:29,2024-05-19 19:28:13,Delivered,0.9,Positive,Traffic
S00558,O0156,A0001,R001,W009,2025-04-22 09:16:04,2025-04-24 03:40:32,Delivered,1.8,Positive,Weather
S00559,O0274,A0001,R016,W008,2024-08-28 12:17:41,2024-08-31 02:13:23,In Transit,33,Positive,Weather
S00560,O0150,A0039,R008,W001,2025-03-11 07:27:05,2025-03-12 10:10:16,Delivered,2.8,Positive,Weather
S00561,O0288,A0028,R013,W004,2025-03-18 03:07:50,2025-03-19 09:17:29,Delivered,0.2,Positive,Traffic
S00562,O0194,A0015,R009,W002,2024-03-27 20:32:27,2024-03-28 15:39:11,Delivered,1.2,Positive,Traffic
S00563,O0140,A0019,R018,W005,2024-02-04 15:50:52,2024-02-09 09:31:35,Delivered,57.5,Positive,Weather
S00564,O0094,A0009,R010,W002,2025-06-11 07:07:48,2025-06-11 23:14:02,Delivered,0.7,Positive,Traffic
S00565,O0140,A0045,R020,W008,2024-02-02 20:40:38,2024-02-03 16:29:23,Delivered,0,Positive,None
S00566,O0026,A0035,R001,W003,2024-04-22 15:50:10,2024-04-24 07:16:07,Delivered,2.2,Positive,Traffic
S00567,O0225,A0047,R001,W004,2024-04-12 21:31:01,2024-04-14 17:30:40,Delivered,0.5,Positive,Traffic
S00568,O0112,A0022,R014,W005,2025-05-05 11:46:39,2025-05-06 19:58:25,Delivered,1.3,Positive,Technical Issue
S00569,O0017,A0022,R003,W003,2024-06-25 05:09:01,2024-06-29 06:32:51,Delivered,64.1,Positive,Traffic
S00570,O0037,A0035,R016,W003,2025-05-13 11:37:29,2025-05-17 01:14:56,Delivered,47.1,Positive,Weather
S00571,O0007,A0008,R008,W007,2024-06-16 00:23:08,2024-06-19 17:54:01,Delivered,69.5,Positive,Technical Issue
S00572,O0018,A0013,R015,W002,2025-01-27 17:25:03,2025-01-28 08:56:48,Delivered,1.5,Positive,Traffic
S00573,O0160,A0021,R006,W001,2024-07-19 23:07:35,2024-07-21 06:05:16,Delivered,2.6,Positive,Weather
S00574,O0130,A0031,R010,W004,2024-08-15 19:40:20,2024-08-19 00:04:08,Delivered,61.4,Neutral,Traffic
S00575,O0112,A0008,R008,W007,2025-05-03 22:48:14,2025-05-04 23:31:26,Returned,0.9,Neutral,Technical Issue
S00576,O0142,A0038,R004,W007,2024-04-28 20:51:30,2024-05-09 21:26:25,Delivered,197.6,Positive,Weather
S00577,O0298,A0045,R016,W010,2024-08-06 19:09:19,2024-08-09 11:43:16,Delivered,27.8,Neutral,Technical Issue
S00578,O0128,A0011,R016,W002,2024-01-13 11:19:52,2024-01-15 08:20:33,Delivered,1.5,Neutral,Weather
S00579,O0031,A0004,R012,W003,2024-10-02 13:45:12,2024-10-05 14:48:39,Delivered,24.1,Positive,Weather
S00580,O0065,A0032,R008,W006,2025-08-11 08:26:06,2025-08-14 08:18:09,Delivered,52,Positive,Traffic
S00581,O0225,A0047,R007,W001,2024-04-18 05:47:05,2024-04-20 01:54:26,In Transit,1.8,Neutral,Traffic
S00582,O0069,A0017,R002,W008,2024-11-09 08:34:33,2024-11-10 15:21:00,Delivered,4.1,Positive,Traffic
S00583,O0278,A0045,R016,W004,2024-07-01 16:27:23,2024-07-02 21:32:36,Delivered,0.9,Positive,Weather
S00584,O0166,A0047,R015,W005,2024-11-14 05:20:33,2024-11-14 22:47:14,In Transit,4.9,Neutral,Weather
S00585,O0272,A0010,R015,W005,2024-12-10 04:35:14,2024-12-10 17:44:19,Delivered,0,Positive,Traffic
S00586,O0001,A0050,R017,W007,2024-04-29 07:39:56,2024-05-01 13:40:53,In Transit,13,Positive,Weather
S00587,O0187,A0050,R020,W004,2024-10-24 12:35:58,2024-10-25 07:28:04,Delivered,0.2,Positive,Weather
S00588,O0276,A0025,R007,W009,2024-07-02 22:07:02,2024-07-06 07:38:24,Delivered,36.9,Positive,Traffic
S00589,O0079,A0040,R010,W006,2024-02-26 02:41:41,2024-02-26 15:07:02,Delivered,1.5,Positive,Traffic
S00590,O0050,A0034,R003,W001,2024-02-27 06:17:43,2024-03-01 04:05:49,Delivered,46.7,Neutral,Traffic
S00591,O0104,A0007,R016,W004,2025-03-06 14:57:45,2025-03-08 02:50:23,Delivered,0.7,Positive,Traffic
S00592,O0199,A0043,R016,W009,2025-08-27 13:21:43,2025-08-29 03:07:37,Delivered,0.9,Neutral,Traffic
S00593,O0188,A0015,R020,W002,2024-08-27 17:13:54,2024-08-28 17:40:15,Delivered,4.2,Negative,Traffic
S00594,O0041,A0030,R002,W006,2025-06-18 07:34:56,2025-06-20 19:10:35,Delivered,33.7,Positive,Technical Issue
S00595,O0030,A0040,R009,W009,2024-10-27 18:23:30,2024-10-30 18:50:40,Delivered,49.9,Positive,Traffic
S00596,O0040,A0014,R017,W002,2024-07-24 19:45:36,2024-07-27 14:48:47,Delivered,0.1,Positive,Weather
S00597,O0098,A0013,R017,W004,2024-05-03 12:47:30,2024-05-12 00:48:26,Delivered,141.5,Positive,Technical Issue
S00598,O0286,A0048,R018,W007,2025-08-27 23:48:23,2025-08-31 20:39:47,In Transit,39.2,Positive,Traffic
S00599,O0296,A0023,R015,W007,2024-12-28 21:28:19,2024-12-30 02:03:04,Delivered,13.5,Positive,Weather
S00600,O0282,A0026,R017,W006,2025-06-22 16:44:27,2025-06-24 23:20:22,In Transit,1.7,Positive,Traffic
S00601,O0227,A0023,R011,W009,2024-06-09 16:15:29,2024-06-10 18:16:33,Delivered,3.2,Neutral,Weather
S00602,O0221,A0047,R011,W010,2024-11-27 03:22:19,2024-11-27 23:23:52,Delivered,0.1,Positive,Traffic
S00603,O0193,A0050,R018,W005,2024-10-08 10:41:34,2024-10-10 18:31:12,Delivered,1.8,Positive,Traffic
S00604,O0204,A0001,R002,W005,2024-05-02 15:18:32,2024-05-03 19:31:22,Delivered,1.4,Positive,Traffic
S00605,O0155,A0001,R010,W004,2024-03-30 21:37:14,2024-03-31 13:12:50,In Transit,1,Positive,Weather
S00606,O0142,A0036,R017,W009,2024-05-02 17:20:42,2024-05-04 22:29:39,In Transit,2.4,Positive,Weather
S00607,O0020,A0030,R012,W003,2024-11-21 00:15:13,2024-11-22 19:48:49,Delivered,0.4,Positive,Technical Issue
S00608,O0299,A0016,R008,W005,2024-04-22 16:05:36,2024-04-23 18:02:03,Delivered,4.2,Positive,Technical Issue
S00609,O0292,A0014,R003,W006,2024-09-21 19:55:22,2024-09-22 22:52:21,Delivered,0.9,Positive,Traffic
S00610,O0296,A0007,R020,W005,2024-12-29 12:22:49,2024-12-30 13:33:52,Delivered,0.5,Neutral,Weather
S00611,O0029,A0050,R011,W006,2024-05-01 10:42:55,2024-05-06 08:44:09,Delivered,100.2,Positive,Technical Issue
S00612,O0062,A0050,R008,W010,2025-05-30 18:24:59,2025-06-01 11:58:30,Delivered,16.5,Positive,Weather
S00613,O0196,A0004,R010,W009,2024-08-23 08:34:05,2024-08-24 02:09:56,Delivered,0.3,Positive,Technical Issue
S00614,O0077,A0021,R017,W004,2025-09-12 09:30:28,2025-09-14 06:36:27,Delivered,0.3,Positive,Traffic
S00615,O0202,A0029,R020,W010,2025-05-26 13:46:24,2025-05-27 08:03:54,Delivered,2.6,Positive,Weather
S00616,O0149,A0026,R005,W003,2025-01-16 05:30:57,2025-01-17 12:18:52,Delivered,5.6,Neutral,Weather
S00617,O0026,A0036,R013,W005,2024-04-22 20:04:28,2024-04-24 14:55:58,Returned,0.1,Positive,Traffic
S00618,O0067,A0049,R005,W008,2025-06-23 18:43:53,2025-06-24 19:46:46,Delivered,2.7,Positive,Technical Issue
S00619,O0293,A0013,R018,W010,2024-04-08 22:11:42,2024-04-10 17:55:09,Delivered,1,Positive,Traffic
S00620,O0037,A0018,R014,W006,2025-05-17 23:29:30,2025-05-19 05:10:01,Delivered,0,Neutral,Weather
S00621,O0212,A0028,R012,W006,2024-05-02 11:15:35,2024-05-04 18:44:28,Delivered,6.2,Positive,Traffic
S00622,O0013,A0050,R010,W003,2024-03-15 00:06:15,2024-03-16 22:18:22,Delivered,33.8,Positive,Traffic
S00623,O0227,A0040,R005,W008,2024-06-07 11:13:30,2024-06-08 23:02:43,Delivered,7.2,Positive,Technical Issue
S00624,O0192,A0010,R003,W002,2024-05-12 19:03:01,2024-05-13 17:02:03,Delivered,0.2,Neutral,Traffic
S00625,O0076,A0019,R001,W006,2024-04-25 00:11:37,2024-04-26 23:11:45,Delivered,0,Positive,None
S00626,O0242,A0002,R011,W004,2025-02-03 13:10:52,2025-02-04 10:25:56,Delivered,1.2,Positive,Traffic
S00627,O0280,A0034,R009,W009,2025-04-08 11:51:56,2025-04-11 14:54:13,Delivered,60,Positive,Traffic
S00628,O0073,A0045,R001,W007,2024-06-15 11:08:01,2024-06-17 01:08:18,In Transit,1.1,Neutral,Weather
S00629,O0088,A0004,R010,W004,2024-07-06 13:30:37,2024-07-07 06:44:33,Delivered,1.1,Positive,Weather
S00630,O0239,A0042,R001,W002,2024-01-14 02:49:02,2024-01-16 01:15:21,In Transit,0.8,Negative,Technical Issue
S00631,O0185,A0007,R001,W005,2024-03-22 19:46:19,2024-03-24 15:26:42,Delivered,0.5,Neutral,Weather
S00632,O0195,A0033,R004,W006,2024-11-30 19:43:12,2024-12-02 23:40:47,Delivered,2.9,Positive,Technical Issue
S00633,O0096,A0013,R017,W008,2024-10-02 02:10:30,2024-10-04 20:36:19,Delivered,1.4,Positive,Technical Issue
S00634,O0272,A0020,R011,W008,2024-12-10 14:35:03,2024-12-11 10:17:09,Delivered,2.3,Negative,Traffic
S00635,O0181,A0023,R010,W004,2025-04-02 20:52:13,2025-04-04 21:43:56,Delivered,32.2,Positive,Traffic
S00636,O0132,A0025,R001,W009,2025-02-20 14:13:19,2025-02-22 08:18:54,Delivered,6.7,Positive,Traffic
S00637,O0202,A0043,R005,W002,2025-05-28 00:24:33,2025-05-29 05:44:59,Delivered,1.1,Neutral,Weather
S00638,O0117,A0027,R008,W010,2024-05-18 08:26:38,2024-05-26 11:01:50,Delivered,172.8,Positive,Technical Issue
S00639,O0169,A0029,R018,W003,2025-08-28 18:51:25,2025-08-30 16:02:38,Delivered,0.5,Positive,Traffic
S00640,O0278,A0044,R007,W003,2024-06-30 04:43:58,2024-07-06 05:21:43,In Transit,111.8,Negative,Traffic
S00641,O0221,A0050,R005,W010,2024-11-26 18:25:41,2024-11-28 03:49:30,Delivered,3.9,Positive,Traffic
S00642,O0273,A0047,R004,W003,2024-03-14 01:28:34,2024-03-18 08:15:20,Delivered,58.4,Positive,Traffic
S00643,O0164,A0027,R014,W005,2025-07-24 18:31:00,2025-08-01 21:44:32,Delivered,158.2,Negative,Weather
S00644,O0141,A0010,R007,W002,2024-06-06 15:24:41,2024-06-08 03:32:19,Delivered,1.8,Positive,Traffic
S00645,O0137,A0039,R019,W010,2025-01-25 07:50:37,2025-01-26 02:00:05,Delivered,0.1,Positive,Traffic
S00646,O0014,A0023,R003,W008,2024-08-27 21:57:58,2024-08-30 20:39:48,Delivered,40.1,Positive,Traffic
S00647,O0241,A0046,R012,W003,2025-03-14 02:59:54,2025-03-16 09:27:51,Delivered,0.5,Negative,Technical Issue
S00648,O0084,A0013,R008,W001,2024-05-13 02:04:09,2024-05-22 17:22:55,Delivered,205.7,Positive,Traffic
S00649,O0212,A0015,R007,W004,2024-05-01 06:01:45,2024-05-08 21:49:41,Delivered,150.2,Negative,Technical Issue
S00650,O0225,A0040,R016,W006,2024-04-16 01:00:57,2024-04-17 12:26:11,Delivered,3.8,Positive,Traffic
S00651,O0022,A0039,R013,W006,2025-04-18 03:27:57,2025-04-22 20:41:19,Delivered,81.3,Positive,Traffic
S00652,O0293,A0039,R018,W009,2024-04-08 04:30:35,2024-04-10 01:50:52,Delivered,1.2,Neutral,Traffic
S00653,O0232,A0030,R002,W004,2024-04-17 11:44:12,2024-04-18 15:22:49,Delivered,0.7,Positive,Traffic
S00654,O0021,A0036,R013,W009,2025-08-08 13:15:06,2025-08-10 01:37:04,Delivered,0.1,Positive,Traffic
S00655,O0226,A0026,R010,W005,2025-04-15 06:37:12,2025-04-15 19:41:45,Delivered,0.6,Positive,Technical Issue
S00656,O0028,A0045,R017,W003,2025-06-29 08:40:38,2025-07-01 19:54:25,Delivered,1.4,Positive,Weather
S00657,O0257,A0008,R006,W010,2024-10-03 15:25:47,2024-10-04 17:55:58,Delivered,1.4,Positive,Traffic
S00658,O0212,A0021,R015,W001,2024-05-02 16:06:00,2024-05-03 08:34:04,Delivered,3.7,Positive,Weather
S00659,O0104,A0030,R003,W005,2025-03-09 13:25:05,2025-03-17 15:19:46,Delivered,163.2,Positive,Weather
S00660,O0084,A0046,R004,W002,2024-05-10 17:53:05,2024-05-13 13:58:48,Delivered,0.5,Positive,Weather
S00661,O0044,A0034,R013,W009,2024-03-05 14:09:25,2024-03-07 10:22:52,Returned,0.1,Positive,Traffic
S00662,O0195,A0003,R006,W006,2024-12-01 03:26:41,2024-12-02 18:22:58,Delivered,4.2,Positive,Traffic
S00663,O0075,A0012,R002,W007,2024-04-18 16:09:30,2024-04-20 13:02:18,Delivered,26.4,Positive,Weather
S00664,O0229,A0019,R006,W002,2025-07-01 21:13:16,2025-07-02 23:51:51,In Transit,0.9,Positive,Technical Issue
S00665,O0130,A0001,R015,W008,2024-08-17 13:33:50,2024-08-18 15:32:54,In Transit,15.6,Positive,Weather
S00666,O0253,A0016,R007,W010,2024-10-11 23:18:39,2024-10-13 08:03:26,Delivered,0.3,Positive,Traffic
S00667,O0227,A0006,R020,W010,2024-06-07 11:38:02,2024-06-10 23:55:49,Delivered,59.1,Neutral,Traffic
S00668,O0143,A0040,R018,W004,2024-09-19 20:09:38,2024-09-21 19:11:47,Delivered,1.9,Positive,Weather
S00669,O0179,A0003,R005,W001,2025-07-31 12:11:59,2025-08-03 01:27:32,Delivered,29.7,Positive,Weather
S00670,O0153,A0022,R003,W001,2025-07-06 08:47:03,2025-07-15 14:44:20,In Transit,194.6,Positive,Weather
S00671,O0083,A0044,R010,W010,2025-01-19 18:52:13,2025-01-20 13:55:03,Delivered,2.6,Positive,Technical Issue
S00672,O0288,A0012,R015,W010,2025-03-18 04:54:56,2025-03-18 17:46:20,In Transit,1.7,Positive,Traffic
S00673,O0154,A0021,R012,W007,2025-08-30 01:19:49,2025-09-03 11:55:34,Delivered,49.9,Positive,Traffic
S00674,O0034,A0019,R016,W003,2025-06-27 10:00:42,2025-06-28 20:50:23,Delivered,0,Positive,None
